Brightness,Face Detected,Face Recognized,Names
2.6221278749198347,False,False,
2.6454413118189404,False,False,
1.0130535379188326,True,True,Alexx
2.588298450269548,False,False,
1.7082724736755441,True,True,Alexx
1.9971773544503901,True,True,Alexx
2.8660608165531274,False,False,
0.09913943120041624,False,False,
1.3793222766936977,True,True,Alexx
2.255088269969283,False,False,
0.5652517700977298,True,True,Alexx
1.3315572233416304,True,True,Alexx
1.3194308414206541,True,True,Alexx
2.26366039077128,False,False,
2.9811252914356468,False,False,
0.9999523631328602,True,True,Alexx
1.6620524856399168,True,True,Alexx
1.5746258950199268,True,True,Alexx
0.28644806299478254,True,False,
0.17046642504942178,True,True,Alexx
1.6720287943826735,True,True,Alexx
0.883165800984734,True,True,Alexx
2.277351396004115,False,False,
1.6362359580690087,True,True,Alexx
1.2930510253126493,True,True,Alexx
1.4069155272612004,True,True,Alexx
2.5895941634037682,False,False,
1.5232252663374894,True,True,Alexx
2.149399338439473,False,False,
1.5589610100288995,True,True,Alexx
1.3068304467882177,True,True,Alexx
2.879682602145894,False,False,
1.597409648175769,True,True,Alexx
1.9488387260592872,True,True,Alexx
0.24168491995787533,True,True,Alexx
0.9580802706116777,True,True,Alexx
1.9800556079146205,True,True,Alexx
0.7301634610467671,True,True,Alexx
0.20982685961440983,True,True,Alexx
0.0006841734913812791,False,False,
1.8770717355572508,True,True,Alexx
1.7248130044735666,True,True,Alexx
2.8627214138559927,False,False,
2.0914955997947837,False,False,
2.940355144380195,False,False,
1.0328109105454004,True,True,Alexx
2.1033082097836973,False,False,
0.08228585975925962,False,False,
0.1631049065994794,True,True,Alexx
0.274189815138411,True,False,
2.5121368261447774,False,False,
0.5559701519726423,True,True,Alexx
2.564571058042564,False,False,
2.084580079751788,False,False,
2.6649771408764176,False,False,
1.1809041666360103,True,True,Alexx
0.3036314408001559,True,True,Alexx
0.5198864249656481,True,True,Alexx
2.036713017584595,False,False,
1.6535368117486802,False,False,
0.08238705793212586,False,False,
0.06180905160823913,False,False,
1.2565963485864353,True,True,Alexx
1.6948662722908083,True,True,Alexx
1.928988107644214,False,False,
2.9015717880777387,False,False,
1.2808641005818873,True,True,Alexx
2.6741249421330178,False,False,
0.3190923375735345,True,True,Alexx
0.8431412304516189,True,True,Alexx
0.7901379192592748,True,True,Alexx
2.65721737660806,False,False,
0.886525893420585,True,True,Alexx
2.8091420739275543,False,False,
1.3764146235243884,True,True,Alexx
2.0820655304726596,False,False,
2.245800066961211,False,False,
2.8787688412931645,False,False,
1.1343632449667216,True,True,Alexx
0.26426881498116694,True,True,Alexx
2.533305443443282,False,False,
2.6369274196546044,False,False,
0.7915261924565384,True,True,Alexx
2.7724133371667765,False,False,
0.8467981426272267,True,True,Alexx
1.3410419301201104,True,True,Alexx
1.707682730749676,True,True,Alexx
0.014141166488696011,False,False,
0.46346830914574944,True,True,Alexx
2.922989812752142,False,False,
2.73695449667061,False,False,
0.9201762228543159,True,True,Alexx
1.4926630026432548,True,True,Alexx
0.29290309851978114,True,True,Alexx
2.0645199975369026,False,False,
2.2628698395151265,False,False,
1.7432039642477588,True,True,Alexx
1.2559221376652459,True,True,Alexx
1.0483667784108215,True,True,Alexx
2.9849304028719503,False,False,
2.243591603029885,False,False,
0.2637997116484446,True,True,Alexx
2.195310748742333,False,False,
1.3920181672180854,True,True,Alexx
0.29893619161953133,True,True,Alexx
0.8406913431008302,True,True,Alexx
1.4271143362920893,True,True,Alexx
0.23462507309557756,True,True,Alexx
2.246052550673399,False,False,
0.8925560921831459,True,True,Alexx
0.21181215103129014,True,False,
0.6348085944703834,True,True,Alexx
