Brightness,Face Detected,Face Recognized,Names
0.35307355931863504,True,True,Alexx
1.2383210014324568,True,True,Alexx
2.7617110031692347,False,False,
1.1919043839146104,True,True,Alexx
1.974267801898136,False,False,
2.5957980126242206,False,False,
0.5571733714988598,True,True,Alexx
1.166137001300347,True,True,Alexx
2.6558090084162105,False,False,
2.5811429806715855,False,False,
0.014253210245442238,False,False,
0.0031125378083178834,False,False,
2.7870162816381048,False,False,
2.778204349501153,False,False,
0.5801825337263227,True,True,Alexx
0.2706255105424913,True,True,Alexx
1.724695044655566,True,True,Alexx
1.183688411957021,True,True,Alexx
0.49858975963344565,True,True,Alexx
0.9317783701312395,True,True,Alexx
0.867311497656828,True,True,Alexx
1.3332423358727534,True,True,Alexx
2.7479683836187156,False,False,
2.7836517100523075,False,False,
0.7868097685205907,True,True,Alexx
2.135431575634801,False,False,
1.52643373018344,True,True,Alexx
1.0387061586829023,True,True,Alexx
0.3679999483576051,True,True,Alexx
1.1569499737386466,True,True,Alexx
1.7390796248430482,True,True,Alexx
1.1752943152464086,True,True,Alexx
1.9770914479659987,False,False,
0.32395643462958446,True,True,Alexx
1.910873426370659,False,False,
0.1924168160758939,True,True,Alexx
1.2505551638926469,True,True,Alexx
0.5872741172806325,True,True,Alexx
1.8789130348538188,False,False,
1.6617372105966994,True,True,Alexx
1.3475734355832498,True,True,Alexx
1.4418770024973653,True,True,Alexx
2.5553791268897017,False,False,
0.2578140877587568,True,True,Alexx
0.6622538664954555,True,True,Alexx
0.45480330749392095,True,True,Alexx
0.49336540285396757,True,True,Alexx
2.007575510753846,False,False,
2.559804024990075,False,False,
2.4478244548895454,False,False,
2.600787725873346,False,False,
0.7259949536243127,True,True,Alexx
2.479237481518858,False,False,
1.0261554880536266,True,True,Alexx
1.6653556135772232,True,True,Alexx
0.7140903067702111,True,True,Alexx
2.3604891234236662,False,False,
0.7551876425746897,True,True,Alexx
0.6842498628165093,True,True,Alexx
0.8628273087493604,True,True,Alexx
2.8211128864286383,False,False,
1.7302583133266038,False,False,
2.452992874707847,False,False,
2.1124116738713266,False,False,
2.5220162562235715,False,False,
2.0257741360660027,False,False,
0.9370031075900906,True,True,Alexx
0.0407420998460698,False,False,
0.5779316811174025,True,True,Alexx
1.0514713076018247,True,True,Alexx
1.2057328963202094,True,True,Alexx
2.523297944753234,False,False,
2.293707824090639,False,False,
1.8439883968103215,False,False,
1.476539268847383,False,False,
1.4066788277219409,False,False,
2.76198390207203,False,False,
2.460496020315847,False,False,
1.8078055407140936,False,False,
1.3581912922451895,True,True,Alexx
1.8124115099832099,False,False,
1.5584090145886165,False,False,
2.0437498851905262,False,False,
0.9028023006012337,True,True,Alexx
2.3386703357083434,False,False,
1.0487176929040767,True,True,Alexx
1.9082002505065367,True,True,Alexx
0.38609372967660927,True,True,Alexx
